关键词,职位,薪资,城市,公司,经验,学历,所属专业,公司规模,在招职位数,职位描述
护理专业,综合门诊护士,8-13K,北京,北京善方医院,5-10年,大专,护理专业,100-499人,8,
护理专业,专业工程师（仪器仪表）,35-40K,北京,某大型采掘/冶炼公司,3-5年,本科,其他,,,
护理专业,短剧演员（接受非专业）,15-30K,北京,北京凤橙国际文化传媒,经验不限,学历不限,其他,,,
护理专业,急招社区白班护理人员（可新手）,4-7K,北京,和沐万家,经验不限,学历不限,护理专业,20-99人,3,
护理专业,EHS专业岗-S2774W,12-17K·15薪,北京,润嘉,经验不限,学历不限,其他,1000-9999人,29,
护理专业,高端干休所招聘护理员环境待遇好，接受新手,8-12K,北京,北京好药师康信堂医药,经验不限,学历不限,护理专业,20-99人,22,
护理专业,高级母婴护理师,9-14K,北京,梧桐到家,3-5年,学历不限,护理专业,20-99人,4,
护理专业,高薪诚聘养老院医院护理员，接受新手,7-9K,北京,优乐佳家政,经验不限,学历不限,护理专业,20-99人,91,
护理专业,达人商务（抖音女性高端私密护理产品经验）,15-25K,北京,某进出口贸易公司,3-5年,大专,护理专业,,,
护理专业,急，高端月子中心招高级母婴护理师9K起,9-13K,北京,轻喜到家,经验不限,学历不限,护理专业,10000人以上,10000,
护理专业,25届计算机相关专业（解决北京户口 ）,20-21K·13薪,北京,Fanvil,在校/应届,本科,其他,,,
护理专业,陪诊师,8-12K,北京,北京绿行惠通科技,经验不限,学历不限,其他,,,
护理专业,丰台区养老护理员,6-9K,北京,北京好运生活家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,6,
护理专业,临床健康顾问（安贞医院朝阳院区）,8-12K,北京,奥美基因,经验不限,大专,智慧健康养老服务与管理专业,,,
护理专业,高端会所急需母婴护理师(新手 可学)6-1.2k,8-13K,北京,合肥大美鹅到家家政,经验不限,学历不限,护理专业,1000-9999人,1179,
护理专业,自理老人招护理阿姨,8-12K,北京,北京重阳家政服务...,经验不限,学历不限,护理专业,0-20人,10,
护理专业,医康养领域院级护理总监,35-65K,北京,北京某中型医疗健康公司,10年以上,本科,护理专业,,,
护理专业,养老护理护工,8-13K,北京,军友家政,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,26,
护理专业,养老护理员,6-10K,北京,北京金圣好家政服...,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,6,
护理专业,前台导医,6-8K,北京,北京精医和生医药科技,1-3年,大专,其他,,,
护理专业,高薪招聘母婴护理师、高端月嫂，月薪2-3万,17-20K,北京,北京梁梁优选母婴...,经验不限,学历不限,护理专业,0-20人,16,
护理专业,导医,5-10K,北京,北京同仁堂京北医...,1-3年,大专,其他,,,
护理专业,高级母婴护理师,11-19K,北京,美护佳儿,经验不限,学历不限,护理专业,100-499人,22,
护理专业,专业测绘,7-12K,北京,北京鼎盛华远勘察测绘,5-10年,大专,其他,,,
护理专业,博士（多专业多方向，大胆投递）,20-30K,北京,某大型互联网公司,经验不限,博士,其他,,,
护理专业,干休所疗养院护理员待遇好,7-12K,北京,北京咱家行家政服务,经验不限,高中,护理专业,20-99人,2,
护理专业,临床协调员crc - 北京（安定、301）,6-9K,北京,科林利康,1-3年,大专,护理专业,500-999人,90,
护理专业,计算机专业应届毕业生（驻日本）,10-15K,北京,上海亿人达,经验不限,大专,其他,,,
护理专业,在校招聘护理师,5-10K,北京,北京慈耀国际中医...,在校/应届,大专,护理专业,100-499人,2,
护理专业,护理主管,7-8K,北京,翠林敬老院,1-3年,大专,护理专业,100-499人,8,
护理专业,护理员10023,6-10K·13薪,北京,乐成集团,1-3年,学历不限,护理专业,1000-9999人,55,
护理专业,康养项目助理（护理或医疗相关专业）,6-8K,北京,金蓝优护,经验不限,本科,护理专业,1000-9999人,30,
护理专业,养老护理员,3-6K,北京,知护养老,1年以内,高中,智慧健康养老服务与管理专业,20-99人,17,"基本任职要求：

1、身体健康，年龄40岁以下，男女不限。有书写能力。

2、老年服务与管理专业和护理专业优先录用；从事过长者看护或同行业经验者优先录用；持有护士证、社工证、护理员证等证书者优先录用。

3、有爱心，有耐心，亲和力强，为人踏实，责任心强，热爱养老事业。

 

主要工作职责：

1、按照护理等级标准全面负责老人的生活照料、心理慰藉、康复锻炼等工作，为老人提供精心细致的高质量专业服务；负责院内长者的生活护理及照料；并做好相关记录。

2、做好晨间护理工作，管理并做好负责看护的长者的生活工作。

3、协助老人进餐、服药，给予老人注射胰岛素。给予老人翻身叩背、更换纸尿裤等。

4、负责老人房间卫生清洁并更换床铺及清洗工作；保持室内整洁、空气流通、无异味，生活用品摆放整洁。

5、观察老人的言语举止、发现任何异常都要上报，了解并掌握老人的心态。

6、对区域可预见的老人风险进行及时反馈，提出建设性意见等。"
护理专业,急招:养老院护理员,5-8K,北京,北京佳竣家政服务,经验不限,学历不限,护理专业,20-99人,27,
护理专业,银行大堂经理助理(不限专业，无试用期),10-15K,北京,招商银行股份有限...,经验不限,大专,其他,,,
护理专业,护理部助理,4-7K,北京,鸥情老年颐养院,5-10年,学历不限,护理专业,0-20人,1,
护理专业,养老院护理主任,15-20K·15薪,北京,寿山福海集团,5-10年,学历不限,护理专业,100-499人,34,
护理专业,DCS &热控专业工程师,15-30K·13薪,北京,北京大通龙源,10年以上,大专,其他,,,
护理专业,干休所招聘护理员，薪资6000--10000，五险,6-10K,北京,北京美宜管家信息...,经验不限,学历不限,护理专业,20-99人,1,
护理专业,医疗咨询,10-15K,北京,哲大互联网医院,经验不限,学历不限,护理专业,500-999人,229,
护理专业,住家老人护理员,7-8K,北京,晓龙家政服务(北京),经验不限,学历不限,护理专业,0-20人,26,
护理专业,新手也可以做的护理老人工作,8-9K,北京,都挺好,经验不限,学历不限,护理专业,100-499人,18,
护理专业,养老护理员,6-7K,北京,万物云,经验不限,学历不限,智慧健康养老服务与管理专业,10000人以上,3100,
护理专业,采购专员（化学相关专业）,10-15K,北京,百灵威科技,1-3年,本科,其他,,,
护理专业,实施服务岗（财会专业六险一金）,9-14K,北京,税友集团,1-3年,大专,其他,,,
护理专业,护理部干事,6-7K,北京,深圳粤嘉健康管理,经验不限,大专,护理专业,20-99人,2,
护理专业,护理主管（养老院）,6-8K,北京,北京精康,经验不限,学历不限,护理专业,20-99人,7,
护理专业,护理就业主理人,20000-30000元/月,北京,启望留学,经验不限,大专,护理专业,0-20人,1,
护理专业,母婴护理师,5-10K,北京,贝安心月子会所,1-3年,学历不限,护理专业,20-99人,16,
护理专业,私处护理师,15-20K,北京,北京蜜私蜜技术服务,1-3年,学历不限,护理专业,20-99人,5,
护理专业,诚招清华大学毕业生-AI人工智能专业,10-15K,北京,福石投资,经验不限,本科,其他,,,
护理专业,招聘暖通专业毕业学生,5-7K,北京,北京华检兴航检验检测,在校/应届,本科,其他,,,
护理专业,养老护理员,7-12K,北京,北京育方健康管理,1-3年,学历不限,智慧健康养老服务与管理专业,0-20人,8,
护理专业,护理部主任,10-12K,北京,老山养老照料中心,10年以上,大专,护理专业,,,
护理专业,专业监理工程师,5-6K,北京,中云空港,3-5年,大专,其他,,,
护理专业,护工  养老护理,7-12K,北京,星河信息技术,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理专业,主任行政助理（不需要法律专业）,6-7K,北京,梵清律所,经验不限,本科,其他,,,
护理专业,养老护理主任,10-15K,北京,北京万科幸福家养...,5-10年,大专,智慧健康养老服务与管理专业,100-499人,24,
护理专业,护理专业产品经理,9-14K,北京,迦勒天诚,1-3年,本科,护理专业,0-20人,6,
护理专业,干洗皮具护理师,8-12K,北京,北京极境衣物清洁...,5-10年,本科,护理专业,0-20人,3,
护理专业,月嫂营业催乳产康儿推养老护理医院护工,8-13K,北京,北京盛德泽源健康管理,经验不限,学历不限,智慧健康养老服务与管理专业,,,
护理专业,大型养老院招聘护理院长、护理部主任,7-12K,北京,北京延年益寿健康科技,1-3年,大专,智慧健康养老服务与管理专业,100-499人,41,
护理专业,陪诊专员,5-8K,北京,医联泰和,经验不限,大专,其他,,,
护理专业,医院导医,4-6K,北京,德胜门,1-3年,大专,其他,,,
护理专业,陪诊师,6-10K,北京,橙杏健康,3-5年,大专,其他,,,
护理专业,市政专业监理工程师,6-7K,北京,京建信元,1-3年,大专,其他,,,
护理专业,保姆护理,5-6K,北京,奇才云集公司,经验不限,学历不限,护理专业,0-20人,7,
护理专业,医疗耗材销售代表,10-15K,北京,美时霖医疗,1-3年,大专,护理专业,20-99人,5,
护理专业,国企研究院招聘经管专业博士后（大连工作）,20-30K,北京,某酒店公司,经验不限,博士,其他,,,
护理专业,医疗护理员,6-8K,北京,亲管家回龙观护理站,3-5年,学历不限,护理专业,0-20人,1,
护理专业,急聘面部美容护理小白 保一万包吃住免费教,10-13K,北京,清迈良子,经验不限,学历不限,护理专业,20-99人,18,
护理专业,专业书法老师,7-11K,北京,北京春昭文化发展,1-3年,本科,其他,,,
护理专业,校招-客户管家【大厂+高薪+师傅+不限专业】,10-13K,北京,自如网,在校/应届,本科,现代家政服务与管理专业,10000人以上,239,
护理专业,疗养院急招养老护理员30名,9-14K,北京,鲸渔家政,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,8,
护理专业,机电工程专业专业经理（北京）,21-25K·14薪,北京,天津某大型房地产开发经营公司,5-10年,本科,其他,,,
护理专业,护理产品专员,8-13K,北京,泰士特医疗,1-3年,大专,护理专业,100-499人,7,
护理专业,专业软件实操出题（多种类工作软件）,50-300元/时,北京,奥睿智创,经验不限,本科,其他,,,
护理专业,现场陪诊师,50-100元/时,北京,北京仕路通汽车租赁,1-3年,大专,其他,,,
护理专业,三甲医院养老护理员,6-10K,北京,美妈宝贝家政,1年以内,初中及以下,智慧健康养老服务与管理专业,20-99人,4,
护理专业,养老护理主任,8-10K,北京,德亨仁厚,5-10年,大专,智慧健康养老服务与管理专业,0-20人,48,
护理专业,专业园林绿化养护工程,5-8K,北京,榕艺,10年以上,中专/中技,护理专业,0-20人,2,
护理专业,护理部经理,10-15K,北京,北京启渡国际养老...,3-5年,大专,护理专业,100-499人,1,
护理专业,皮具护理技师,8-12K,北京,明成世汇,10年以上,学历不限,护理专业,0-20人,4,
护理专业,丝域资深店长、丝域养发护理师,5-10K,北京,北京新丝纪科技,经验不限,学历不限,护理专业,0-20人,1,
护理专业,预算经理+钢结构+专业分包,20-30K,北京,北京某大型建筑材料公司,5-10年,本科,其他,,,
护理专业,北京市场产品经理（康复、心理、护理专业）,10-15K,北京,华康盛锦,3-5年,硕士,护理专业,100-499人,29,
护理专业,医疗器械销售,12-24K,北京,北京高莘,经验不限,中专/中技,护理专业,0-20人,4,
护理专业,导检,5-7K,北京,瑞慈医疗,经验不限,大专,其他,,,
护理专业,给排水专业,8-13K,北京,原建设部综勘院,5-10年,本科,其他,,,
护理专业,护理员,4-5K,北京,医心公司,经验不限,中专/中技,护理专业,100-499人,5,
护理专业,中医调理师/专业调理师,7-12K,北京,奥通昌盛,3-5年,学历不限,其他,,,
护理专业,脑电图技师,6-8K,北京,宣医,1-3年,大专,其他,,,
护理专业,养老护理员,5-6K,北京,福恩养老护理服务,1-3年,初中及以下,智慧健康养老服务与管理专业,20-99人,8,
护理专业,北京急招！！纯白班护理员,4-9K,北京,易得康上海,经验不限,中专/中技,护理专业,1000-9999人,175,
护理专业,护士,8-13K,北京,北京阿玛施眼科,经验不限,大专,护理专业,500-999人,5,
护理专业,涉外法律支持（非法律专业）,6-10K·13薪,北京,泡泡玛特POP MART,1-3年,本科,其他,,,
护理专业,8000招护理员阿姨,8-9K,北京,北京匠多多科技服务,经验不限,学历不限,护理专业,20-99人,18,
护理专业,医生助理,8-12K,北京,北苑中医院,1-3年,大专,其他,,,
护理专业,芯片与器件销售经理-华为秋招-要理工科专业,17-25K·15薪,北京,华为技术有限公司,在校/应届,硕士,其他,,,
护理专业,导检,5-7K,北京,爱康君安健疗国际,经验不限,学历不限,其他,,,
护理专业,北京-营养师（月子会所，护理）,12-18K,北京,爱亲母婴商业连锁,3-5年,大专,护理专业,1000-9999人,46,
护理专业,医院护工养老院护理员,6-11K,北京,北京中享文化发展,经验不限,初中及以下,护理专业,,,
护理专业,专业排书,4-9K,北京,炫展创想,5-10年,学历不限,其他,,,
护理专业,养发护理师,8-13K,北京,北京黑奥秘美业中...,1-3年,学历不限,护理专业,0-20人,1,
护理专业,护理总监助理,7-8K,北京,京东方健康医疗,1年以内,硕士,护理专业,100-499人,2,
护理专业,24/25届建筑专业应届毕业生,8-12K,北京,维拓时代,在校/应届,本科,其他,,,
护理专业,NVH整车测试及专业技师-接受出差和加班,8-12K,北京,拓保软件,5-10年,本科,其他,,,
护理专业,养老护理员,6-9K,北京,北京天华德沣生活服务,经验不限,初中及以下,智慧健康养老服务与管理专业,20-99人,3,
护理专业,护理院感总监(J10172),18-22K,北京,伊美尔集团,10年以上,本科,护理专业,1000-9999人,147,
护理专业,路基、路面专业设计咨询师,15-25K,北京,某大型工程施工公司,5-10年,本科,其他,,,
护理专业,老年护理,10-11K,北京,正点家政,5-10年,初中及以下,护理专业,10000人以上,9,
护理专业,老人护理,8-13K,北京,北京爱帮恒福家政...,经验不限,学历不限,护理专业,100-499人,5,
护理专业,鞋材料研开发专业经理,13-25K·15薪,北京,李宁,3-5年,本科,其他,,,
护理专业,母婴护理员,10-15K,北京,智美理护信息技术,经验不限,学历不限,护理专业,20-99人,12,
护理专业,北京养老护理员,5-6K,北京,小橙养老,经验不限,学历不限,智慧健康养老服务与管理专业,500-999人,85,
护理专业,专业唱歌类达人主播,20-40K,北京,卉心卉意文化传媒,经验不限,学历不限,其他,,,
护理专业,头皮护理师,8-12K,北京,品色形象,3-5年,大专,护理专业,,,
护理专业,陪诊-兼职,5000-6000元/月,北京,华美浩联,经验不限,大专,其他,,,
护理专业,母婴护理师,8-10K,北京,禧月阁,1年以内,高中,护理专业,100-499人,9,
护理专业,母婴护理,9-13K,北京,明玉家政公司,经验不限,学历不限,护理专业,20-99人,4,
护理专业,医疗器械售后工程师,6-8K,北京,瑞奇维尔,经验不限,大专,护理专业,,,
护理专业,现场陪诊师,5-6K,北京,陪诊益康,1年以内,高中,其他,,,
护理专业,护理总监,50-75K·13薪,北京,松乔康元,5-10年,本科,护理专业,20-99人,6,
护理专业,商务经理（市政土建专业）,15-20K,北京,北京凯道工程技术,3-5年,大专,其他,,,
护理专业,健康管理师（医助方向）,6-7K,北京,普祥眼科,经验不限,大专,智慧健康养老服务与管理专业,20-99人,17,
护理专业,大健康护士,8-10K,北京,一花一界,1-3年,学历不限,护理专业,100-499人,26,
护理专业,一万 急招母婴护理师 接受新手,10-12K,北京,北京义门京都家政,经验不限,学历不限,护理专业,0-20人,9,
护理专业,电气专业工程师,20-30K,北京,某小型风电公司,5-10年,本科,其他,,,
护理专业,陪诊专员,150-500元/时,北京,医路惊喜,1-3年,大专,其他,100-499人,5,
护理专业,康复科医生（康复医学专业）,11-13K,北京,惠兰医院,1-3年,学历不限,护理专业,100-499人,10,
护理专业,体育专业游泳教练,15-30K,北京,英睿健身,1-3年,高中,其他,,,
护理专业,住家护理保姆,5-8K,北京,宏胜家政,经验不限,初中及以下,护理专业,20-99人,4,
护理专业,护理/护工,150-200元/天,北京,北京科创职业鉴定中心,,学历不限,护理专业,0-20人,4,
护理专业,医美前台,5-7K,北京,北京小忠丽格北三...,经验不限,大专,其他,,,
护理专业,水文与水资源专业人员,11-15K,北京,闪通达,3-5年,本科,其他,,,
护理专业,高端养老院招护工养老护理员七千接受新手,5-10K,北京,京城优家家政,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,6,
护理专业,护理主任,7-9K,北京,优护万家,3-5年,大专,护理专业,100-499人,12,
护理专业,护理部主任,8-10K,北京,北京市朝阳区福寿...,3-5年,中专/中技,护理专业,0-20人,4,
护理专业,工商税务专员,4-8K,北京,北京八点一刻企业管理,经验不限,大专,其他,,,
护理专业,护理部主任,7-8K,北京,善果养老,3-5年,大专,护理专业,20-99人,2,
护理专业,养老护理员,5-6K,北京,北京首善人家康养产业,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理专业,大涵国际台球俱乐部招聘服务员,5-6K,北京,大涵国际台球俱乐部,经验不限,学历不限,其他,,,
护理专业,头皮护理师,8-11K,北京,北京诗语杰美容美发,3-5年,学历不限,护理专业,20-99人,4,
护理专业,人工智能专业方案经理,25-40K,北京,联想教育,10年以上,本科,其他,,,
护理专业,专业产品包装设计师,15-25K,北京,北京某技术创新型中型广告营销公司,3-5年,本科,其他,,,
护理专业,家庭教育咨询师（非销售，教育专业岗）,12-16K,北京,上濒教育,3-5年,本科,其他,,,
护理专业,计算机专业应届(兼职),200-550元/天,北京,北京谷景科技中心...,,本科,其他,,,
护理专业,养老院护理部主任,7-10K,北京,观音堂益康养老院,5-10年,大专,护理专业,20-99人,1,
护理专业,陪诊师（医疗陪诊顾问）,7-9K,北京,北京医路畅行健康...,1-3年,高中,护理专业,,,
护理专业,体检中心导检护士,3-6K,北京,慈铭健康体检管理集团,1-3年,大专,护理专业,1000-9999人,3,
护理专业,实习生（专业：园林/园艺/植保/工程管理）,100-110元/天,北京,花乡花木集团,,大专,智慧健康养老服务与管理专业,500-999人,17,
护理专业,应届生（计算机相关专业）,14-22K,北京,北京码高教育公司,经验不限,本科,其他,,,
护理专业,急需医院，养老院护理人员【北京朝阳区】,4-9K,北京,河南繁简生活服务,经验不限,学历不限,护理专业,20-99人,31,
护理专业,乒乓球教练/专业球员,13-18K,北京,华清惠友,5-10年,学历不限,其他,,,
护理专业,干休所护理员,6-9K,北京,北京欣圣国际家政服务,经验不限,学历不限,护理专业,20-99人,1,
护理专业,护理主任,10-11K,北京,东方丽人,1-3年,大专,护理专业,20-99人,8,
护理专业,护理部主任,9-14K,北京,颐和康泰,3-5年,大专,护理专业,100-499人,3,
护理专业,私密总监/美容院（强专业+强技术）,20-30K,北京,三十七度昱,3-5年,学历不限,其他,,,
护理专业,全职专业乒乓球教练,12-18K,北京,凯睿达教育咨询,3-5年,大专,其他,,,
护理专业,养老护理主管,7-8K,北京,华辰公司,5-10年,大专,智慧健康养老服务与管理专业,20-99人,2,
护理专业,精神科稳定期护理员,4-5K,北京,圣泽峰,经验不限,中专/中技,护理专业,20-99人,4,
护理专业,导诊主管,6-8K,北京,北京脑血管病医院,经验不限,学历不限,其他,100-499人,7,
护理专业,护理,6-8K,北京,北京乐美怡美商贸,3-5年,大专,护理专业,0-20人,2,
护理专业,长期招聘高端家政、母婴护理师、育婴师、,8-12K,北京,乐美嘉家政,经验不限,高中,护理专业,20-99人,5,
护理专业,养老护理员,8-10K,北京,北京鲸洁家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,2,
护理专业,兼职-护理查房PPT制作,6500-7000元/月,北京,胜火品牌策划,3-5年,本科,护理专业,20-99人,21,
护理专业,播音主持专业老师,6-11K,北京,蜜蜂电台,经验不限,本科,其他,,,
护理专业,五星养老机构护理员 5000-6000元,5-6K,北京,福胜家政,经验不限,初中及以下,护理专业,20-99人,133,
护理专业,线上兼职-考研专业课一对一教师,80-120元/时,北京,新东方,经验不限,硕士,其他,,,
护理专业,护理,4-5K,北京,世延堂,1-3年,学历不限,护理专业,100-499人,3,
护理专业,医疗项目护士长,15-18K·13薪,北京,医杏门诊,3-5年,本科,护理专业,20-99人,2,
护理专业,电气专业工程师,16-25K·13薪,北京,华源创兴,3-5年,本科,其他,,,
护理专业,退休人员建筑行业水专业,7-8K,北京,卓建科技,经验不限,本科,其他,,,
护理专业,养发护理师,6-8K,北京,北京君政俱乐部管理,经验不限,学历不限,护理专业,100-499人,1,
护理专业,皮具护理技师,7-8K,北京,正雅皮具,3-5年,本科,护理专业,0-20人,1,
护理专业,大模型专业数据评估项目(兼职),30-35K,北京,某大型计算机软件公司,经验不限,硕士,智慧健康养老服务与管理专业,,,
护理专业,智慧神州招聘物流经理,15-20K,北京,智慧神州,经验不限,本科,智慧健康养老服务与管理专业,1000-9999人,12,
护理专业,海淀区新店招中医推拿师专业过硬,11-20K,北京,常知乐,5-10年,高中,其他,,,
护理专业,无人机应用技术专业学科带头人,8-10K,北京,北京通航未来航空...,1-3年,本科,其他,,,
护理专业,皮肤科医生,18-25K,北京,米娅国际,3-5年,大专,其他,,,
护理专业,月薪过万的母婴护理师,9-14K,北京,尚医惠家,经验不限,学历不限,护理专业,0-20人,14,
护理专业,口腔消毒护士,6-8K,北京,中科领军口腔医院,经验不限,学历不限,护理专业,100-499人,43,
护理专业,机械专业应届生,8-12K,北京,六九零一科技,1-3年,本科,其他,,,
护理专业,包装研发专业经理,30-45K,北京,某大型乳品行业上市公司,经验不限,本科,其他,,,
护理专业,临床监察员/CRA-北京,7-12K,北京,众信天研,1-3年,本科,护理专业,100-499人,9,
护理专业,化工专业安全评价是,6-10K·13薪,北京,北京国信安科技术,1-3年,本科,其他,,,
护理专业,高级HRBP岗（薪酬专业能力强）,30-40K·15薪,北京,新紫光集团,10年以上,本科,其他,,,
护理专业,母婴护理，可接受新手,8-13K,北京,北京大米华艺装饰工程,经验不限,学历不限,护理专业,0-20人,10,
护理专业,护理部主任,10-11K,北京,北京中德博大投资管理,5-10年,本科,护理专业,100-499人,1,
护理专业,护老 可新手,5-8K,北京,安欣生活,经验不限,学历不限,其他,,,
护理专业,养老护理员,5000-10000元/月,北京,北京福禧到家健康...,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,1,
护理专业,数据标注--历史专业,300-800元/天,北京,北京中科汇洲数商技术,经验不限,硕士,智慧健康养老服务与管理专业,20-99人,29,
护理专业,各专业监理工程师,2-6K,北京,方正建设,1-3年,大专,其他,,,
护理专业,北京专业韩式国潮保底7000/55开不扣成本,6-7K,北京,佲剪世家,1-3年,学历不限,其他,,,
护理专业,海外技术支持（日语 GIS 地信专业）,10-15K,北京,数字绿土,3-5年,本科,其他,,,
护理专业,播音主持专业老师,15-20K,北京,北京大优教育科技...,1-3年,本科,其他,,,
护理专业,手术室护士,7-10K,北京,通用健康旗舰中心,5-10年,大专,护理专业,100-499人,14,
护理专业,应届生（财会专业销售）,15-25K,北京,丰和集团,经验不限,大专,其他,,,
护理专业,英语陪诊师,120-150元/时,北京,健康探索,1-3年,本科,其他,,,
护理专业,发型师（专业男士发型设计）,10-15K,北京,北京佰全留诚美发...,经验不限,学历不限,其他,,,
护理专业,医院陪护护理岗,5-10K,北京,天鹰泉,经验不限,中专/中技,护理专业,0-20人,3,
护理专业,养老护理员,6-7K,北京,北京爱天养老服务,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,1,
护理专业,土建专业工程师,8-10K,北京,北京润恒国金,3-5年,大专,其他,,,
护理专业,热动专业工程师,5-10K,北京,北京永博,1年以内,本科,其他,,,
护理专业,合规公共事务专家（专业技术背景）,35-50K·16薪,北京,某大型企业服务公司,5-10年,本科,其他,,,
护理专业,研发采购助理（接受电子专业实习生）,5-8K,北京,国测量子,经验不限,大专,其他,,,
护理专业,养老护理员,6-7K,北京,普祥老年公寓,经验不限,初中及以下,智慧健康养老服务与管理专业,20-99人,1,
护理专业,养老护理员，餐饮，客房保洁，,4-9K,北京,北京久久宏莲家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理专业,养老护理主管（回族）,6-7K,北京,北京国基昌盛,3-5年,学历不限,智慧健康养老服务与管理专业,20-99人,5,
护理专业,英语专业应届毕业生,5-8K,北京,沂水县鲸跃台球厅...,经验不限,学历不限,其他,,,
护理专业,养老护理员,5-7K,北京,北京乐心养老服务,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,2,
护理专业,博士管培生 医药生物等专业 22-25届,29-45K,北京,某大型综合性集团公司,在校/应届,博士,其他,,,
护理专业,专业书法老师,5-10K,北京,北京艺绘春辰教育...,在校/应届,大专,其他,,,
护理专业,医学护理文章润色《核心，普刊》机构勿扰,30-35元/时,北京,华美通,1-3年,硕士,护理专业,0-20人,1,
护理专业,华测检测招聘体系审核员,6-7K·13薪,北京,华测检测,1年以内,本科,其他,,,
护理专业,养发护理师,9-14K,北京,Mr.JUDY,经验不限,学历不限,护理专业,,,
护理专业,专业摄影师,3-4K,北京,北京倾一世古装摄...,1-3年,学历不限,其他,,,
护理专业,护士,8-13K,北京,焕生汇,3-5年,本科,护理专业,20-99人,17,
护理专业,心理学/疗愈类专业主播,15-30K·18薪,北京,桑顿科技,经验不限,学历不限,其他,,,
护理专业,护理人员,4-8K,北京,美尔目眼科医院,经验不限,大专,护理专业,100-499人,3,
护理专业,乒乓球教练员（专业培训+住宿）,4-9K,北京,北京论剑零贰乒乓...,在校/应届,中专/中技,其他,,,
护理专业,招20名养老护理员，男女不限，有无经验均可,6-11K,北京,青岛净鹿文化传媒,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,20,
护理专业,招聘华北电力大学各专业研究生讲师,460-760元/天,北京,春研,,硕士,其他,,,
护理专业,养老护理员,4-9K,北京,万护健康,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理专业,儿科护士,8-13K,北京,美中宜和妇儿医院,5-10年,大专,护理专业,1000-9999人,11,
护理专业,居家养老护理员,6-11K,北京,医护家,1-3年,初中及以下,智慧健康养老服务与管理专业,,,
护理专业,陪诊师,50-100元/时,北京,麦向健康,经验不限,学历不限,其他,,,
护理专业,专业化妆师,15-25K,北京,爱儿美集团,1-3年,高中,其他,,,
护理专业,专业乒乓球教练,10-15K,北京,恒海达,1-3年,本科,其他,,,
护理专业,专业书法老师,8-9K,北京,北京青少年汇艺艺...,1-3年,本科,其他,,,
护理专业,电装工艺师（电子、材料专业）,10-15K·13薪,北京,航天微电,经验不限,本科,其他,,,
护理专业,专业书法老师,6-9K,北京,燕溪草堂,1年以内,大专,其他,,,
护理专业,专业化妆师,7-12K,北京,尊爵摄影,经验不限,学历不限,其他,,,
护理专业,专业美术老师,6-11K,北京,卡尼奥,经验不限,硕士,其他,,,
护理专业,母婴护理师,10-15K,北京,倍加护家政,经验不限,学历不限,护理专业,0-20人,3,
护理专业,养老护理员,4-6K,北京,领秀康苑,1-3年,初中及以下,智慧健康养老服务与管理专业,,,
护理专业,气象专业应届生,10-13K,北京,易天气科技,在校/应届,硕士,其他,,,
护理专业,业务管理专员（律所管理＋专业领域培养）,6-9K·13薪,北京,北京市盈科律师事务所,经验不限,本科,智慧健康养老服务与管理专业,1000-9999人,32,
护理专业,养老护理员,4-6K,北京,大家养老运营管理...,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,4,
护理专业,养老护理员,5-6K,北京,怡馨老年公寓,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理专业,头皮护理师,7-10K,北京,北京丝美域科技,经验不限,学历不限,护理专业,20-99人,13,
护理专业,中学授课教师 不限专业 年薪15W起,13-18K,北京,学大教育,1-3年,本科,其他,,,
护理专业,幼儿园保健医,5-8K,北京,京师莱顿幼儿园,3-5年,大专,婴幼儿托育服务与管理专业,20-99人,1,
护理专业,播音主持专业老师,200-300元/时,北京,北京信宇创赢科技,1-3年,本科,其他,,,
护理专业,养老护理员,5-6K,北京,乐龄长者,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,2,
护理专业,陪诊专员,6-8K,北京,京联生健康管理,1-3年,大专,其他,,,
护理专业,护士长（北京地区）,10-15K,北京,云杏医疗,5-10年,大专,护理专业,100-499人,7,
护理专业,播音主持专业老师,5-8K,北京,新时代时尚教育,3-5年,本科,其他,,,
护理专业,专业修脚师,7-12K,北京,鑫贤泰和,3-5年,学历不限,其他,,,
护理专业,护理站站长,7-10K·13薪,北京,吉星生活,3-5年,大专,护理专业,20-99人,6,
护理专业,美体私密护理老师,10-15K,北京,泰泰舒,经验不限,学历不限,护理专业,0-20人,1,
护理专业,项目主管,6-7K,北京,泰心康护,1-3年,大专,其他,,,
